month,product_name,market_sales_value,market_sales_units,competitor_name,region,data_source
2024-07,Cardiostat XR,1874579.94,15480,Sanofi,North,Third Party Estimate
2024-07,CardiostatXR,1920799.89,17104,AstraZeneca,South,IQVIA
2024-07,CARDIOSTAT XR,1035670.47,14020,AstraZeneca,West,IQVIA
2024-07,GLUCOFREE,700054.51,6518,AstraZeneca,Gulf,Third Party Estimate
2024-07,GlucoFree,1520475.68,14389,Local Generic,South,Third Party Estimate
2024-07,GLUCOFREE,2164213.93,16794,Novartis,West,Third Party Estimate
2024-07,GlucoFreeXR,1181241.34,15575,AbbVie,Gulf,Third Party Estimate
2024-07,GLUCOFREE XR,1990091.07,19359,AbbVie,South,Distributor Panel
2024-07,GlucoFree XR ,1027746.56,11744,Pfizer,West,IQVIA
2024-07,GlucoFreeXR,863188.7,9166,Pfizer,Central,Distributor Panel
2024-07,GlucoFreeXR,529131.31,7063,AstraZeneca,East,Local Market Audit
2024-07,BRONCHION,470531.11,5891,Novartis,North,Distributor Panel
2024-07,BRONCHION,1637829.78,16511,Local Generic,West,IQVIA
2024-07,Bronchion ,1387863.47,15278,Local Generic,East,IQVIA
2024-07,Bronchion Cold ,2067699.61,16081,AbbVie,North,IQVIA
2024-07,Bronchion Cold,1653045.6,15447,Local Generic,Central,Third Party Estimate
2024-07,BRONCHION COLD,228616.16,4674,Sanofi,West,Local Market Audit
2024-07,Bronchion Cold ,646581.3,5647,AbbVie,Gulf,IQVIA
2024-07,BRONCHION COLD,915264.34,7646,Novartis,East,Distributor Panel
2024-07,Immunex ,681897.84,12846,Local Generic,West,Local Market Audit
2024-07,Immunex ,1451389.09,14790,AbbVie,Central,Local Market Audit
2024-07,IMMUNEX,1615216.53,14059,Novartis,North,IQVIA
2024-07,ImmunexJunior,674880.44,10696,AstraZeneca,West,IQVIA
2024-07,Immunex Junior ,2205959.95,15890,AstraZeneca,East,Local Market Audit
2024-07,IMMUNEX JUNIOR,1191549.96,9709,Local Generic,North,Distributor Panel
2024-07,Immunex Junior,921152.06,7310,Local Generic,Gulf,IQVIA
2024-07,ImmunexJunior,1255225.99,9435,Pfizer,South,Distributor Panel
2024-07,GASTROEASE,487032.41,4224,Novartis,East,Distributor Panel
2024-07,GASTROEASE,1513669.2,13238,Local Generic,West,IQVIA
2024-07,GastroEase,1158029.23,10719,Sanofi,Central,Local Market Audit
2024-07,GastroEase DSR,664658.2,4931,AbbVie,East,Distributor Panel
2024-07,GastroEase DSR,1837955.51,17064,Pfizer,South,Distributor Panel
2024-07,GastroEase DSR,1991532.47,14423,Sanofi,Gulf,Third Party Estimate
2024-07,ALLERSAFE,728342.05,15483,AstraZeneca,South,Distributor Panel
2024-07,AllerSafe,1118753.1,9668,Sanofi,Gulf,Distributor Panel
2024-07,AllerSafe,707979.37,10498,Pfizer,West,Distributor Panel
2024-07,AllerSafe Plus ,601147.74,11270,AstraZeneca,North,Local Market Audit
2024-07,AllerSafePlus,602431.57,10123,AstraZeneca,Central,Distributor Panel
2024-07,ALLERSAFE PLUS,763421.32,11810,AstraZeneca,East,Local Market Audit
2024-07,ALLERSAFE PLUS,671815.75,5999,AbbVie,Gulf,Local Market Audit
2024-07,AllerSafePlus,2293040.68,17355,Pfizer,West,IQVIA
2024-07,AllerSafe Plus,866917.99,6743,Sanofi,South,Third Party Estimate
2024-07,NeurotonOD,661027.6,5629,AstraZeneca,East,Local Market Audit
2024-07,NeurotonOD,1414388.43,12823,Pfizer,West,Third Party Estimate
2024-07,NeurotonOD,651054.61,6355,Novartis,Gulf,Third Party Estimate
2024-07,NEUROTON OD,741311.36,12241,Pfizer,North,Third Party Estimate
2024-07,Neuroton OD ,2611805.94,19650,Novartis,Central,Local Market Audit
2024-07,Neuroton OD ,935249.71,15128,AstraZeneca,South,Third Party Estimate
2024-08,Cardiostat,1254193.27,15458,AbbVie,West,IQVIA
2024-08,Cardiostat,983865.26,11129,Novartis,South,Third Party Estimate
2024-08,Cardiostat,1133623.15,13858,Novartis,Gulf,Distributor Panel
2024-08,Cardiostat,819247.63,11081,AbbVie,Central,Local Market Audit
2024-08,CARDIOSTAT,1377062.89,10408,AbbVie,North,Third Party Estimate
2024-08,CARDIOSTAT XR,1045404.88,7796,AbbVie,Gulf,Third Party Estimate
2024-08,CARDIOSTAT XR,580940.76,9371,AbbVie,Central,IQVIA
2024-08,CARDIOSTAT XR,831595.13,7800,Local Generic,North,IQVIA
2024-08,GLUCOFREE,454378.76,5576,AbbVie,North,Third Party Estimate
2024-08,GLUCOFREE,695185.99,5280,Novartis,West,Local Market Audit
2024-08,GlucoFree,386826.6,7756,Sanofi,East,Third Party Estimate
2024-08,GlucoFree XR ,299105.29,4332,AbbVie,Gulf,Third Party Estimate
2024-08,GlucoFree XR ,1501815.09,14615,Novartis,South,Local Market Audit
2024-08,GlucoFree XR ,1299462.95,14749,Pfizer,North,IQVIA
2024-08,GLUCOFREE XR,662784.37,9280,Pfizer,West,Local Market Audit
2024-08,GLUCOFREE XR,436740.67,5588,Pfizer,East,Distributor Panel
2024-08,BRONCHION,742912.87,7209,AbbVie,North,Distributor Panel
2024-08,Bronchion,297256.69,4048,AbbVie,Gulf,IQVIA
2024-08,Bronchion,1597385.25,16418,AbbVie,Central,Local Market Audit
2024-08,Bronchion ,466004.43,6557,AstraZeneca,South,Local Market Audit
2024-08,Bronchion,718299.45,14216,AbbVie,West,Distributor Panel
2024-08,Bronchion Cold ,1389439.71,14723,AbbVie,Central,Local Market Audit
2024-08,BRONCHION COLD,945567.67,13025,Pfizer,East,IQVIA
2024-08,BRONCHION COLD,536706.62,4447,AstraZeneca,Gulf,Third Party Estimate
2024-08,BRONCHION COLD,730309.83,9337,Pfizer,West,Local Market Audit
2024-08,BronchionCold,1743035.47,14517,Sanofi,South,Distributor Panel
2024-08,BronchionCold,1555049.66,14117,AbbVie,North,IQVIA
2024-08,IMMUNEX,1674772.98,13871,AbbVie,South,Local Market Audit
2024-08,Immunex,1836205.98,14436,AbbVie,East,Third Party Estimate
2024-08,Immunex,1328508.5,14058,AstraZeneca,Central,IQVIA
2024-08,Immunex,596650.97,7798,Pfizer,West,Local Market Audit
2024-08,Immunex Junior,890580.93,14181,Sanofi,North,Distributor Panel
2024-08,Immunex Junior ,1134746.38,13458,Novartis,East,Distributor Panel
2024-08,ImmunexJunior,959041.45,13004,Novartis,West,IQVIA
2024-08,Immunex Junior,1354633.65,11394,AbbVie,Central,IQVIA
2024-08,IMMUNEX JUNIOR,1610884.84,17414,Sanofi,Gulf,Third Party Estimate
2024-08,GastroEase,720022.71,8123,Pfizer,East,Distributor Panel
2024-08,GastroEase,522302.28,5148,Sanofi,South,Third Party Estimate
2024-08,GastroEase,496237.13,4213,Pfizer,North,Distributor Panel
2024-08,GASTROEASE,1269106.36,16813,Sanofi,Gulf,Distributor Panel
2024-08,GastroEase,1063034.0,12232,Sanofi,West,Local Market Audit
2024-08,GastroEaseDSR,876442.23,13562,AstraZeneca,East,Distributor Panel
2024-08,GastroEaseDSR,849648.06,7592,AstraZeneca,North,Local Market Audit
2024-08,GastroEaseDSR,614809.88,5954,AstraZeneca,Central,Third Party Estimate
2024-08,GastroEase DSR,388128.2,4326,Pfizer,Gulf,Third Party Estimate
2024-08,AllerSafe ,985630.87,7601,AstraZeneca,North,Distributor Panel
2024-08,AllerSafe,562353.07,8811,AbbVie,West,Local Market Audit
2024-08,AllerSafe ,829168.56,6264,Pfizer,Central,Third Party Estimate
2024-08,AllerSafePlus,757903.48,7315,AbbVie,Gulf,Local Market Audit
2024-08,AllerSafePlus,1382957.21,18106,AbbVie,West,Third Party Estimate
2024-08,AllerSafe Plus ,218606.31,3923,AbbVie,Central,Local Market Audit
2024-08,ALLERSAFE PLUS,988165.74,9648,AstraZeneca,North,IQVIA
2024-08,AllerSafePlus,1459769.6,12095,AstraZeneca,East,IQVIA
2024-08,Neuroton OD ,819145.52,8440,AbbVie,Central,IQVIA
2024-08,Neuroton OD ,981004.28,8843,AbbVie,West,Distributor Panel
2024-08,Neuroton OD,867638.27,14121,Local Generic,Gulf,Third Party Estimate
2024-08,Neuroton OD,552453.85,6209,AbbVie,East,Local Market Audit
2024-08,Neuroton OD,553030.35,10715,Local Generic,South,Third Party Estimate
2024-09,Cardiostat,1661618.06,15760,Novartis,West,Local Market Audit
2024-09,Cardiostat ,970714.06,11831,Novartis,North,Local Market Audit
2024-09,Cardiostat,1289263.31,17547,AbbVie,Central,Distributor Panel
2024-09,Cardiostat ,593395.38,5756,Novartis,Gulf,Distributor Panel
2024-09,Cardiostat,477657.48,4917,Pfizer,East,Distributor Panel
2024-09,CardiostatXR,1000432.47,12133,Local Generic,East,Third Party Estimate
2024-09,CARDIOSTAT XR,1013933.12,10476,AbbVie,North,Local Market Audit
2024-09,CardiostatXR,925484.0,7397,AbbVie,South,Local Market Audit
2024-09,GlucoFree ,1420112.08,12509,Local Generic,Gulf,Third Party Estimate
2024-09,GlucoFree ,580315.58,5474,AbbVie,South,Third Party Estimate
2024-09,GlucoFree ,1211605.77,12973,AbbVie,Central,Distributor Panel
2024-09,GlucoFree ,721445.9,7043,Local Generic,North,Local Market Audit
2024-09,GlucoFree,1350187.49,16068,Pfizer,East,IQVIA
2024-09,GlucoFreeXR,664491.3,6994,AbbVie,Gulf,IQVIA
2024-09,GlucoFree XR ,779888.7,14604,Local Generic,East,IQVIA
2024-09,GlucoFreeXR,1969113.49,16298,AstraZeneca,North,IQVIA
2024-09,GlucoFree XR ,459599.89,9986,AstraZeneca,Central,Third Party Estimate
2024-09,GlucoFreeXR,1260838.53,14834,Sanofi,South,Local Market Audit
2024-09,GlucoFreeXR,509284.45,5004,Local Generic,West,Distributor Panel
2024-09,Bronchion,1616024.65,11619,Sanofi,Gulf,Third Party Estimate
2024-09,Bronchion,250264.66,4785,Sanofi,West,Local Market Audit
2024-09,Bronchion,1690120.36,13361,Local Generic,South,IQVIA
2024-09,BRONCHION COLD,1874475.45,15707,AbbVie,Central,Local Market Audit
2024-09,Bronchion Cold,851515.85,17687,Novartis,South,Local Market Audit
2024-09,Bronchion Cold ,2528546.02,18140,Novartis,West,Third Party Estimate
2024-09,BronchionCold,1109175.41,17056,Pfizer,Gulf,Distributor Panel
2024-09,IMMUNEX,966346.6,10708,AbbVie,North,Third Party Estimate
2024-09,Immunex ,1057992.7,11091,Pfizer,South,Distributor Panel
2024-09,Immunex,1880797.46,17183,Pfizer,West,Distributor Panel
2024-09,IMMUNEX JUNIOR,725387.18,8829,Local Generic,Central,Local Market Audit
2024-09,IMMUNEX JUNIOR,1339965.32,12118,Sanofi,East,IQVIA
2024-09,Immunex Junior ,659349.95,12814,Pfizer,Gulf,IQVIA
2024-09,ImmunexJunior,1008936.05,15323,Sanofi,South,Local Market Audit
2024-09,IMMUNEX JUNIOR,210155.32,3911,AstraZeneca,West,IQVIA
2024-09,IMMUNEX JUNIOR,983791.99,18490,AbbVie,North,Local Market Audit
2024-09,GastroEase ,1197935.17,8944,Sanofi,Gulf,Third Party Estimate
2024-09,GastroEase,2113500.42,17890,Sanofi,South,Local Market Audit
2024-09,GastroEase ,1747560.24,14707,AbbVie,East,Distributor Panel
2024-09,GASTROEASE DSR,1353808.18,9807,AstraZeneca,East,Third Party Estimate
2024-09,GastroEase DSR ,411881.06,7448,Novartis,Gulf,IQVIA
2024-09,GastroEase DSR,677534.54,12361,Pfizer,South,Distributor Panel
2024-09,AllerSafe,872566.41,14689,AbbVie,North,IQVIA
2024-09,AllerSafe ,1615096.29,13659,AbbVie,West,Third Party Estimate
2024-09,AllerSafe,2405940.89,19694,AstraZeneca,South,Local Market Audit
2024-09,AllerSafe ,440924.98,3991,Pfizer,East,Distributor Panel
2024-09,AllerSafe,855584.64,10301,Sanofi,Gulf,Distributor Panel
2024-09,AllerSafe,713423.91,6085,Local Generic,Central,Local Market Audit
2024-09,AllerSafe Plus,558417.95,6805,Local Generic,Central,Distributor Panel
2024-09,ALLERSAFE PLUS,1106862.75,10530,Novartis,North,IQVIA
2024-09,ALLERSAFE PLUS,859166.41,6152,AbbVie,West,Third Party Estimate
2024-09,AllerSafe Plus ,602039.9,5673,AstraZeneca,East,Third Party Estimate
2024-09,Neuroton OD,526542.06,10731,Novartis,North,Third Party Estimate
2024-09,NEUROTON OD,1674158.81,17444,Pfizer,East,IQVIA
2024-09,Neuroton OD ,1546297.63,14436,AstraZeneca,Gulf,IQVIA
2024-10,Cardiostat,924569.4,12461,AbbVie,Gulf,Local Market Audit
2024-10,Cardiostat,2293217.8,18691,Pfizer,South,Third Party Estimate
2024-10,CARDIOSTAT,1024337.63,15531,AbbVie,North,Distributor Panel
2024-10,Cardiostat ,2274439.2,19760,Sanofi,West,IQVIA
2024-10,CARDIOSTAT XR,373723.9,6618,AbbVie,East,Local Market Audit
2024-10,CARDIOSTAT XR,915655.21,15091,AstraZeneca,South,IQVIA
2024-10,Cardiostat XR ,686860.61,5473,Novartis,North,IQVIA
2024-10,Cardiostat XR,480573.97,10519,Local Generic,Gulf,Distributor Panel
2024-10,GLUCOFREE,857856.87,12666,AstraZeneca,Gulf,IQVIA
2024-10,GlucoFree,1162683.31,12571,Local Generic,West,Distributor Panel
2024-10,GLUCOFREE,947000.75,9665,Pfizer,South,IQVIA
2024-10,GLUCOFREE,1620012.19,13810,AbbVie,North,Local Market Audit
2024-10,GLUCOFREE,412603.35,7407,Local Generic,East,Third Party Estimate
2024-10,GlucoFree,1203774.81,11078,Pfizer,Central,Distributor Panel
2024-10,GLUCOFREE XR,208630.61,4174,Novartis,South,IQVIA
2024-10,GLUCOFREE XR,636661.45,12307,Local Generic,West,Third Party Estimate
2024-10,GlucoFreeXR,1224251.06,14435,Novartis,East,IQVIA
2024-10,GlucoFree XR ,586532.96,8686,Novartis,Gulf,Third Party Estimate
2024-10,GlucoFree XR,670692.54,6668,AbbVie,Central,Local Market Audit
2024-10,Bronchion,1029971.31,9084,Sanofi,Central,Local Market Audit
2024-10,Bronchion,941460.0,8500,Sanofi,West,Local Market Audit
2024-10,BRONCHION,591702.75,6681,Sanofi,South,Local Market Audit
2024-10,BRONCHION,1125185.27,9376,AstraZeneca,Gulf,Local Market Audit
2024-10,BronchionCold,993123.32,7976,Pfizer,West,Third Party Estimate
2024-10,Bronchion Cold ,1271970.77,18557,AstraZeneca,Central,Local Market Audit
2024-10,Bronchion Cold,2132105.15,16176,AbbVie,Gulf,IQVIA
2024-10,Immunex,1029061.18,11367,AbbVie,West,Third Party Estimate
2024-10,Immunex ,813349.94,6979,Novartis,Central,Local Market Audit
2024-10,Immunex,1002727.53,9413,Pfizer,North,Third Party Estimate
2024-10,IMMUNEX JUNIOR,1671936.32,14955,Sanofi,South,Third Party Estimate
2024-10,Immunex Junior,2109526.58,16645,AbbVie,West,Distributor Panel
2024-10,ImmunexJunior,934769.29,10938,Local Generic,North,Local Market Audit
2024-10,ImmunexJunior,1914634.58,18420,Local Generic,Gulf,IQVIA
2024-10,Immunex Junior,1601580.12,14681,Pfizer,East,Third Party Estimate
2024-10,GASTROEASE,828414.22,7399,Novartis,West,Distributor Panel
2024-10,GASTROEASE,876307.45,8216,Local Generic,Central,Local Market Audit
2024-10,GastroEase ,633872.56,9004,Sanofi,North,IQVIA
2024-10,GastroEase,434528.34,4939,AbbVie,South,Distributor Panel
2024-10,GastroEase,1472700.84,12172,Novartis,East,Third Party Estimate
2024-10,GASTROEASE DSR,540937.65,10341,Sanofi,North,IQVIA
2024-10,GASTROEASE DSR,824529.19,13905,AstraZeneca,West,IQVIA
2024-10,GASTROEASE DSR,962645.23,8765,AbbVie,South,Distributor Panel
2024-10,AllerSafe,2154856.74,15961,AbbVie,West,Distributor Panel
2024-10,AllerSafe ,1205725.87,15865,AbbVie,North,Distributor Panel
2024-10,ALLERSAFE,1429298.07,11912,Sanofi,East,Local Market Audit
2024-10,AllerSafe,846485.11,11696,Novartis,Central,Distributor Panel
2024-10,ALLERSAFE,531492.06,8741,Local Generic,Gulf,Distributor Panel
2024-10,ALLERSAFE,1037433.55,8317,Novartis,South,Local Market Audit
2024-10,AllerSafe Plus,660412.03,10562,Local Generic,North,Distributor Panel
2024-10,ALLERSAFE PLUS,760900.24,8686,AstraZeneca,East,Distributor Panel
2024-10,AllerSafe Plus ,585786.05,7021,Novartis,South,Third Party Estimate
2024-10,NEUROTON OD,1876796.28,13688,AstraZeneca,South,Third Party Estimate
2024-10,Neuroton OD,1193036.45,10419,Novartis,North,IQVIA
2024-10,NEUROTON OD,805266.53,7768,AbbVie,East,Distributor Panel
2024-10,NEUROTON OD,546451.3,5317,AstraZeneca,West,Local Market Audit
2024-10,Neuroton OD,1412424.35,19781,Pfizer,Gulf,Third Party Estimate
2024-11,Cardiostat,1185516.32,11568,Local Generic,Central,Distributor Panel
2024-11,Cardiostat,1195535.95,9480,AbbVie,West,Distributor Panel
2024-11,Cardiostat ,312495.99,3987,AstraZeneca,South,IQVIA
2024-11,Cardiostat XR ,904033.54,7919,Local Generic,Gulf,Third Party Estimate
2024-11,CARDIOSTAT XR,731053.75,7181,Novartis,West,Distributor Panel
2024-11,CardiostatXR,1336527.39,14083,Pfizer,Central,Third Party Estimate
2024-11,CardiostatXR,490808.43,4644,AbbVie,South,Local Market Audit
2024-11,GlucoFree,447235.66,9125,AstraZeneca,Gulf,Distributor Panel
2024-11,GlucoFree,1126025.19,12648,Pfizer,Central,Local Market Audit
2024-11,GlucoFree ,839306.41,7929,Pfizer,South,Distributor Panel
2024-11,GLUCOFREE,1296896.4,9889,Pfizer,North,IQVIA
2024-11,GlucoFree,2182992.9,15653,AstraZeneca,East,Distributor Panel
2024-11,GlucoFree,1189660.89,13765,Local Generic,West,Third Party Estimate
2024-11,GLUCOFREE XR,1683618.78,16793,Sanofi,East,Third Party Estimate
2024-11,GlucoFreeXR,834008.65,13782,Sanofi,Central,Third Party Estimate
2024-11,GlucoFreeXR,1329274.18,16865,Sanofi,North,IQVIA
2024-11,Bronchion,1683538.49,22255,Local Generic,Gulf,Distributor Panel
2024-11,Bronchion,1524415.98,13809,AstraZeneca,South,Distributor Panel
2024-11,Bronchion,1370084.84,23618,Sanofi,North,Third Party Estimate
2024-11,Bronchion,2055207.43,15626,Novartis,East,Local Market Audit
2024-11,BRONCHION COLD,1136614.65,20270,Pfizer,South,Third Party Estimate
2024-11,Bronchion Cold ,1109117.88,13961,AstraZeneca,Central,Distributor Panel
2024-11,Bronchion Cold,536413.97,11238,Novartis,North,Local Market Audit
2024-11,BRONCHION COLD,1380384.85,20750,Novartis,Gulf,Local Market Audit
2024-11,Immunex,847162.14,7244,Novartis,West,IQVIA
2024-11,Immunex,719577.96,7673,AbbVie,North,IQVIA
2024-11,Immunex,778473.98,10569,Pfizer,Central,IQVIA
2024-11,ImmunexJunior,740761.08,12592,AstraZeneca,Central,Distributor Panel
2024-11,IMMUNEX JUNIOR,1229200.38,13280,AstraZeneca,South,IQVIA
2024-11,IMMUNEX JUNIOR,1126668.46,9588,Local Generic,Gulf,Local Market Audit
2024-11,Immunex Junior,1371938.66,11763,Local Generic,East,IQVIA
2024-11,GastroEase,1361439.89,12492,Novartis,Central,Distributor Panel
2024-11,GastroEase ,957496.93,10202,Pfizer,West,Distributor Panel
2024-11,GastroEase ,575965.26,6103,Sanofi,East,Distributor Panel
2024-11,GastroEase ,764529.02,14476,Pfizer,Gulf,Third Party Estimate
2024-11,GastroEase DSR ,583534.31,8037,Novartis,West,IQVIA
2024-11,GastroEaseDSR,2698348.15,20105,Novartis,Central,IQVIA
2024-11,GastroEase DSR ,845601.67,15377,AstraZeneca,East,IQVIA
2024-11,GastroEase DSR,445031.77,5358,Local Generic,Gulf,Local Market Audit
2024-11,GASTROEASE DSR,316050.81,4945,AstraZeneca,South,Third Party Estimate
2024-11,AllerSafe,1127033.59,9570,Local Generic,South,Third Party Estimate
2024-11,AllerSafe ,1022597.96,9996,AbbVie,West,Distributor Panel
2024-11,AllerSafe,396515.49,7175,AbbVie,Central,Third Party Estimate
2024-11,AllerSafe Plus,719302.65,13972,Novartis,Gulf,Third Party Estimate
2024-11,AllerSafe Plus,900028.97,15124,Pfizer,South,Third Party Estimate
2024-11,AllerSafe Plus ,1254410.71,17210,AbbVie,North,Distributor Panel
2024-11,AllerSafe Plus,1583740.88,12503,Pfizer,West,Third Party Estimate
2024-11,Neuroton OD,1564446.59,17644,Novartis,West,Distributor Panel
2024-11,NeurotonOD,1213717.05,14127,Local Generic,Gulf,Third Party Estimate
2024-11,Neuroton OD ,1326459.41,13393,Local Generic,East,Third Party Estimate
2024-12,Cardiostat,1686758.9,16280,Sanofi,Central,Distributor Panel
2024-12,Cardiostat,212128.03,4304,Sanofi,South,IQVIA
2024-12,Cardiostat,1487535.77,19214,AbbVie,North,Distributor Panel
2024-12,CARDIOSTAT,493403.16,9797,Novartis,Gulf,Local Market Audit
2024-12,Cardiostat,744140.04,14022,Sanofi,East,IQVIA
2024-12,Cardiostat,833328.56,8667,AbbVie,West,Third Party Estimate
2024-12,Cardiostat XR,808711.91,10693,AbbVie,East,IQVIA
2024-12,CardiostatXR,1279897.36,16640,Novartis,North,Distributor Panel
2024-12,Cardiostat XR,759417.27,11835,AstraZeneca,West,Local Market Audit
2024-12,Cardiostat XR ,601271.7,8209,Novartis,Gulf,IQVIA
2024-12,CardiostatXR,974694.47,18050,Sanofi,Central,IQVIA
2024-12,CARDIOSTAT XR,1353249.08,15011,Sanofi,South,IQVIA
2024-12,GlucoFree ,498688.79,7241,Local Generic,Central,Local Market Audit
2024-12,GLUCOFREE,432966.1,4604,AstraZeneca,East,Third Party Estimate
2024-12,GlucoFree ,998127.39,8097,Sanofi,West,Third Party Estimate
2024-12,GLUCOFREE,743046.5,14659,Sanofi,Gulf,Third Party Estimate
2024-12,GlucoFree,695119.37,5997,AbbVie,South,Third Party Estimate
2024-12,GLUCOFREE XR,1457080.07,13216,AbbVie,North,Local Market Audit
2024-12,GlucoFreeXR,251877.47,5288,AbbVie,South,Third Party Estimate
2024-12,GlucoFree XR,1341557.59,15766,Novartis,West,Local Market Audit
2024-12,GlucoFreeXR,528701.62,7602,Local Generic,Central,Local Market Audit
2024-12,GlucoFree XR ,2282596.3,16715,Pfizer,East,IQVIA
2024-12,Bronchion,737094.38,8810,Local Generic,East,IQVIA
2024-12,BRONCHION,2115584.26,18590,Novartis,Central,IQVIA
2024-12,Bronchion,2963220.14,22175,AbbVie,Gulf,IQVIA
2024-12,BRONCHION COLD,2288736.07,27896,AbbVie,Central,Local Market Audit
2024-12,BronchionCold,553367.18,8469,AbbVie,North,Third Party Estimate
2024-12,BronchionCold,709965.52,14111,Local Generic,East,IQVIA
2024-12,BRONCHION COLD,1292374.0,14342,Sanofi,South,Local Market Audit
2024-12,Immunex,3576325.91,29581,Local Generic,West,Local Market Audit
2024-12,Immunex,948053.95,12746,Local Generic,East,IQVIA
2024-12,Immunex ,2792727.12,22081,Pfizer,Central,Third Party Estimate
2024-12,IMMUNEX,1571240.87,11730,Sanofi,North,Local Market Audit
2024-12,Immunex ,1221109.99,11632,Pfizer,Gulf,Distributor Panel
2024-12,Immunex Junior,2194176.07,25776,Novartis,West,Distributor Panel
2024-12,ImmunexJunior,1368561.41,16104,AbbVie,Gulf,IQVIA
2024-12,Immunex Junior ,2274456.31,21467,Local Generic,Central,Local Market Audit
2024-12,GASTROEASE,533686.13,9611,AstraZeneca,West,Local Market Audit
2024-12,GastroEase,1588146.53,18911,AbbVie,South,Third Party Estimate
2024-12,GastroEase,884581.54,14388,Sanofi,East,Local Market Audit
2024-12,GASTROEASE DSR,1628342.32,12084,Pfizer,West,IQVIA
2024-12,GastroEase DSR,1479616.47,14155,AbbVie,East,Local Market Audit
2024-12,GastroEase DSR ,554168.89,9080,AstraZeneca,South,Third Party Estimate
2024-12,AllerSafe ,402344.77,4660,Local Generic,South,Third Party Estimate
2024-12,AllerSafe,354672.23,5516,Sanofi,North,Third Party Estimate
2024-12,ALLERSAFE,1160796.6,9187,Sanofi,East,Local Market Audit
2024-12,AllerSafe,1192014.79,9910,Sanofi,Central,Distributor Panel
2024-12,AllerSafe,1099161.62,8378,AstraZeneca,West,Third Party Estimate
2024-12,ALLERSAFE PLUS,916321.18,11071,Local Generic,North,Third Party Estimate
2024-12,AllerSafe Plus,1584806.24,15578,Pfizer,West,IQVIA
2024-12,AllerSafePlus,315683.6,4690,AstraZeneca,South,IQVIA
2024-12,NEUROTON OD,1161227.37,10676,AstraZeneca,East,IQVIA
2024-12,Neuroton OD ,753884.26,12331,Sanofi,Central,Third Party Estimate
2024-12,Neuroton OD ,610735.34,5430,Novartis,West,Distributor Panel
2025-01,Cardiostat,1748617.9,14067,AbbVie,East,Distributor Panel
2025-01,Cardiostat,1038300.17,8848,AstraZeneca,North,Distributor Panel
2025-01,Cardiostat ,970796.72,12948,Novartis,South,Third Party Estimate
2025-01,CARDIOSTAT XR,636502.61,7098,Local Generic,South,Third Party Estimate
2025-01,Cardiostat XR ,1291313.54,9930,Pfizer,Gulf,Third Party Estimate
2025-01,Cardiostat XR ,1156769.48,11770,AbbVie,North,IQVIA
2025-01,GlucoFree,481988.36,7903,AstraZeneca,North,Local Market Audit
2025-01,GLUCOFREE,738163.79,16262,AbbVie,East,IQVIA
2025-01,GlucoFree,982445.11,8988,Pfizer,Gulf,Distributor Panel
2025-01,GlucoFree,1023980.48,18095,AstraZeneca,West,IQVIA
2025-01,GlucoFree XR,863822.31,12238,Sanofi,South,IQVIA
2025-01,GLUCOFREE XR,1386703.86,15750,Novartis,North,IQVIA
2025-01,GlucoFree XR,1394492.37,18421,Local Generic,Central,IQVIA
2025-01,GlucoFree XR ,1245938.54,15338,Sanofi,Gulf,Local Market Audit
2025-01,GlucoFree XR,1198704.28,9422,Pfizer,East,Local Market Audit
2025-01,Bronchion,1729700.64,29001,AbbVie,West,Third Party Estimate
2025-01,BRONCHION,2030365.03,27268,Sanofi,Gulf,IQVIA
2025-01,Bronchion ,1656131.46,25882,AbbVie,East,Third Party Estimate
2025-01,Bronchion ,1123593.4,13189,Sanofi,Central,Local Market Audit
2025-01,BRONCHION COLD,2314592.85,21005,AbbVie,Gulf,IQVIA
2025-01,Bronchion Cold ,699860.95,13325,Sanofi,West,Local Market Audit
2025-01,BRONCHION COLD,732226.05,9957,AstraZeneca,North,Third Party Estimate
2025-01,Bronchion Cold,1354158.8,13911,AstraZeneca,Central,IQVIA
2025-01,BronchionCold,999905.67,18525,Sanofi,South,Distributor Panel
2025-01,Bronchion Cold,1662907.07,17914,Local Generic,East,Third Party Estimate
2025-01,Immunex ,1375693.27,18774,Local Generic,South,Third Party Estimate
2025-01,IMMUNEX,1870708.1,24161,Novartis,West,Local Market Audit
2025-01,Immunex,901397.74,8804,AbbVie,North,IQVIA
2025-01,Immunex ,280822.1,6070,AbbVie,Central,Third Party Estimate
2025-01,Immunex Junior,337474.49,7286,Pfizer,East,Local Market Audit
2025-01,IMMUNEX JUNIOR,655388.26,6147,AbbVie,Central,Local Market Audit
2025-01,Immunex Junior ,690125.12,7752,AbbVie,Gulf,IQVIA
2025-01,Immunex Junior ,478636.47,8047,AbbVie,West,Third Party Estimate
2025-01,IMMUNEX JUNIOR,750349.26,7459,Sanofi,South,Third Party Estimate
2025-01,Immunex Junior ,383818.77,7010,AbbVie,North,Third Party Estimate
2025-01,GastroEase ,816534.13,8578,AstraZeneca,North,Distributor Panel
2025-01,GastroEase ,1479207.06,11394,AbbVie,West,IQVIA
2025-01,GastroEase ,1375372.2,12928,Local Generic,Central,Third Party Estimate
2025-01,GastroEase ,448436.14,3934,Sanofi,South,Third Party Estimate
2025-01,GastroEase,808334.69,8017,AstraZeneca,East,Third Party Estimate
2025-01,GASTROEASE DSR,1961600.83,16263,AstraZeneca,East,Local Market Audit
